row_id,order_id,order_date,ship_date,ship_mode,customer_id,segment,postal_code,product_id,sale,quantity,discount,profit
58,CA-2022-111682,2022-06-17,2022-06-18,"first class",TB-21055,consumer,12180,FUR-CH-10003968,319.41,5,0.1,7.1
59,CA-2022-111682,2022-06-17,2022-06-18,"first class",TB-21055,consumer,12180,OFF-PA-10000587,14.56,2,0,6.99
60,CA-2022-111682,2022-06-17,2022-06-18,"first class",TB-21055,consumer,12180,TEC-AC-10002167,30,2,0,3.3
61,CA-2022-111682,2022-06-17,2022-06-18,"first class",TB-21055,consumer,12180,OFF-BI-10001460,48.48,4,0.2,16.36
62,CA-2022-111682,2022-06-17,2022-06-18,"first class",TB-21055,consumer,12180,OFF-AR-10001868,1.68,1,0,0.84
63,CA-2021-135545,2021-11-24,2021-11-30,"standard class",KM-16720,consumer,90004,TEC-AC-10004633,13.98,2,0,6.15
64,CA-2021-135545,2021-11-24,2021-11-30,"standard class",KM-16720,consumer,90004,OFF-BI-10001078,25.82,6,0.2,9.36
65,CA-2021-135545,2021-11-24,2021-11-30,"standard class",KM-16720,consumer,90004,OFF-PA-10003892,146.73,3,0,68.96
66,CA-2021-135545,2021-11-24,2021-11-30,"standard class",KM-16720,consumer,90004,FUR-FU-10000397,79.76,4,0,22.33
67,US-2021-164175,2021-04-30,2021-05-05,"standard class",PS-18970,"home office",60610,FUR-CH-10001146,213.12,5,0.3,-15.22
68,CA-2020-106376,2020-12-05,2020-12-10,"standard class",BS-11590,corporate,85234,OFF-AR-10002671,1113.02,8,0.2,111.3
69,CA-2020-106376,2020-12-05,2020-12-10,"standard class",BS-11590,corporate,85234,TEC-PH-10002726,167.97,4,0.2,62.99
70,CA-2022-119823,2022-06-04,2022-06-06,"first class",KD-16270,consumer,22153,OFF-PA-10000482,75.88,2,0,35.66
71,CA-2022-106075,2022-09-18,2022-09-23,"standard class",HM-14980,consumer,10009,OFF-BI-10004654,4.62,1,0.2,1.73
72,CA-2023-114440,2023-09-14,2023-09-17,"second class",TB-21520,consumer,49201,OFF-PA-10004675,19.05,3,0,8.76
73,US-2021-134026,2021-04-26,2021-05-02,"standard class",JE-15745,consumer,38109,FUR-CH-10000513,831.94,8,0.2,-114.39
74,US-2021-134026,2021-04-26,2021-05-02,"standard class",JE-15745,consumer,38109,FUR-FU-10003708,97.04,2,0.2,1.21
75,US-2021-134026,2021-04-26,2021-05-02,"standard class",JE-15745,consumer,38109,OFF-ST-10004123,72.78,1,0.2,-18.2
76,US-2023-118038,2023-12-09,2023-12-11,"first class",KB-16600,corporate,77041,OFF-BI-10004182,1.25,3,0.8,-1.93
77,US-2023-118038,2023-12-09,2023-12-11,"first class",KB-16600,corporate,77041,FUR-FU-10000260,9.71,3,0.6,-5.82
78,US-2023-118038,2023-12-09,2023-12-11,"first class",KB-16600,corporate,77041,OFF-ST-10000615,27.24,3,0.2,2.72
79,US-2020-147606,2020-11-26,2020-12-01,"second class",JE-15745,consumer,77070,FUR-FU-10003194,19.3,5,0.6,-14.48
80,CA-2022-127208,2022-06-12,2022-06-15,"first class",SC-20770,corporate,35601,OFF-AP-10002118,208.16,1,0,56.2
81,CA-2022-127208,2022-06-12,2022-06-15,"first class",SC-20770,corporate,35601,OFF-BI-10002309,16.74,3,0,8.04
82,CA-2020-139451,2020-10-12,2020-10-16,"standard class",DN-13690,consumer,94122,OFF-AR-10002053,14.9,5,0,4.17
83,CA-2020-139451,2020-10-12,2020-10-16,"standard class",DN-13690,consumer,94122,OFF-ST-10002370,21.39,1,0,6.2
84,CA-2021-149734,2021-09-03,2021-09-08,"standard class",JC-16105,corporate,27707,OFF-EN-10000927,200.98,7,0.2,62.81
85,US-2023-119662,2023-11-13,2023-11-16,"first class",CS-12400,"home office",60623,OFF-ST-10003656,230.38,3,0.2,-48.95
86,CA-2023-140088,2023-05-28,2023-05-30,"second class",PO-18865,consumer,29203,FUR-CH-10000863,301.96,2,0,33.22
87,CA-2023-155558,2023-10-26,2023-11-02,"standard class",PG-18895,consumer,55901,TEC-AC-10001998,19.99,1,0,6.8
88,CA-2023-155558,2023-10-26,2023-11-02,"standard class",PG-18895,consumer,55901,OFF-LA-10000134,6.16,2,0,2.96
89,CA-2022-159695,2022-04-05,2022-04-10,"second class",GM-14455,"home office",77095,OFF-ST-10003442,158.37,7,0.2,13.86
90,CA-2022-109806,2022-09-17,2022-09-22,"standard class",JS-15685,corporate,90036,OFF-AR-10004930,20.1,3,0,6.63
91,CA-2022-109806,2022-09-17,2022-09-22,"standard class",JS-15685,corporate,90036,TEC-PH-10004093,73.58,2,0.2,8.28
92,CA-2022-109806,2022-09-17,2022-09-22,"standard class",JS-15685,corporate,90036,OFF-PA-10000304,6.48,1,0,3.11
93,CA-2021-149587,2021-01-31,2021-02-05,"second class",KB-16315,consumer,55407,OFF-PA-10003177,12.96,2,0,6.22
94,CA-2021-149587,2021-01-31,2021-02-05,"second class",KB-16315,consumer,55407,FUR-FU-10003799,53.34,3,0,16.54
95,CA-2021-149587,2021-01-31,2021-02-05,"second class",KB-16315,consumer,55407,OFF-BI-10002852,32.96,2,0,16.15
96,US-2023-109484,2023-11-06,2023-11-12,"standard class",RB-19705,"home office",97206,OFF-BI-10004738,5.68,1,0.7,-3.79
97,CA-2023-161018,2023-11-09,2023-11-11,"second class",PN-18775,"home office",10009,FUR-FU-10000629,96.53,7,0,40.54
98,CA-2023-157833,2023-06-17,2023-06-20,"first class",KD-16345,consumer,94122,OFF-BI-10001721,51.31,3,0.2,17.96
99,CA-2022-149223,2022-09-06,2022-09-11,"standard class",ER-13855,corporate,55106,OFF-AP-10000358,77.88,6,0,22.59
100,CA-2022-158568,2022-08-29,2022-09-02,"standard class",RB-19465,"home office",60610,OFF-PA-10003256,64.62,7,0.2,22.62
101,CA-2022-158568,2022-08-29,2022-09-02,"standard class",RB-19465,"home office",60610,TEC-AC-10001767,95.98,3,0.2,-10.8
102,CA-2022-158568,2022-08-29,2022-09-02,"standard class",RB-19465,"home office",60610,OFF-BI-10002609,1.79,3,0.8,-3.04
103,CA-2022-129903,2022-12-01,2022-12-04,"second class",GZ-14470,consumer,55901,OFF-PA-10004040,23.92,4,0,11.72
104,US-2021-156867,2021-11-13,2021-11-17,"standard class",LC-16870,consumer,80013,TEC-AC-10001552,238.9,6,0.2,-26.88
105,US-2021-156867,2021-11-13,2021-11-17,"standard class",LC-16870,consumer,80013,FUR-FU-10004006,102.36,3,0.2,-3.84
106,US-2021-156867,2021-11-13,2021-11-17,"standard class",LC-16870,consumer,80013,OFF-BI-10002794,36.88,3,0.7,-25.82
107,CA-2023-119004,2023-11-23,2023-11-28,"standard class",JM-15250,consumer,28205,TEC-AC-10003499,74.11,8,0.2,17.6
108,CA-2023-119004,2023-11-23,2023-11-28,"standard class",JM-15250,consumer,28205,TEC-PH-10002844,27.99,1,0.2,2.1
109,CA-2023-119004,2023-11-23,2023-11-28,"standard class",JM-15250,consumer,28205,OFF-AR-10000390,3.3,1,0.2,1.07
110,CA-2021-129476,2021-10-15,2021-10-20,"standard class",PA-19060,"home office",60462,TEC-AC-10000844,339.96,5,0.2,67.99
111,CA-2023-146780,2023-12-25,2023-12-30,"standard class",CV-12805,corporate,10035,FUR-FU-10001934,41.96,2,0,10.91
112,CA-2022-128867,2022-11-03,2022-11-10,"standard class",CL-12565,consumer,50322,OFF-AR-10000380,75.96,2,0,22.79
113,CA-2022-128867,2022-11-03,2022-11-10,"standard class",CL-12565,consumer,50322,OFF-BI-10003981,27.24,6,0,13.35
114,CA-2020-115259,2020-08-25,2020-08-27,"second class",RC-19960,consumer,43229,OFF-FA-10000621,40.1,14,0.2,14.53
115,CA-2020-115259,2020-08-25,2020-08-27,"second class",RC-19960,consumer,43229,OFF-EN-10002600,4.72,2,0.2,1.65
116,CA-2020-115259,2020-08-25,2020-08-27,"second class",RC-19960,consumer,43229,OFF-PA-10004965,23.98,3,0.2,7.49
117,CA-2020-115259,2020-08-25,2020-08-27,"second class",RC-19960,consumer,43229,OFF-EN-10002504,130.46,6,0.2,44.03
118,CA-2021-110457,2021-03-02,2021-03-06,"standard class",DK-13090,consumer,98103,FUR-TA-10001768,787.53,3,0,165.38
119,US-2021-136476,2021-04-05,2021-04-10,"standard class",GG-14650,corporate,37620,OFF-BI-10003650,157.79,1,0.7,-115.72
120,CA-2022-103730,2022-06-12,2022-06-15,"first class",SC-20725,consumer,19805,FUR-FU-10002157,47.04,3,0,18.35
121,CA-2022-103730,2022-06-12,2022-06-15,"first class",SC-20725,consumer,19805,OFF-BI-10003910,30.84,4,0,13.88
122,CA-2022-103730,2022-06-12,2022-06-15,"first class",SC-20725,consumer,19805,OFF-ST-10000777,226.56,6,0,63.44
123,CA-2022-103730,2022-06-12,2022-06-15,"first class",SC-20725,consumer,19805,OFF-EN-10002500,115.02,9,0,51.76
124,CA-2022-103730,2022-06-12,2022-06-15,"first class",SC-20725,consumer,19805,TEC-PH-10003875,68.04,7,0,19.73
125,US-2020-152030,2020-12-26,2020-12-28,"second class",AD-10180,"home office",77041,FUR-CH-10004063,600.56,3,0.3,-8.58
126,US-2020-134614,2020-09-20,2020-09-25,"standard class",PF-19165,consumer,61701,FUR-TA-10004534,617.7,6,0.5,-407.68
127,US-2023-107272,2023-11-05,2023-11-12,"standard class",TS-21610,consumer,85023,OFF-BI-10003274,2.39,2,0.7,-1.83
128,US-2023-107272,2023-11-05,2023-11-12,"standard class",TS-21610,consumer,85023,OFF-ST-10002974,243.99,7,0.2,30.5
129,US-2022-125969,2022-11-06,2022-11-10,"second class",LS-16975,"home office",90004,FUR-CH-10001146,81.42,2,0.2,-9.16
130,US-2022-125969,2022-11-06,2022-11-10,"second class",LS-16975,"home office",90004,FUR-FU-10003773,238.56,3,0,26.24
131,US-2023-164147,2023-02-02,2023-02-05,"first class",DW-13585,corporate,43229,TEC-PH-10002293,59.97,5,0.4,-11.99
132,US-2023-164147,2023-02-02,2023-02-05,"first class",DW-13585,corporate,43229,OFF-PA-10002377,78.3,2,0.2,29.36
133,US-2023-164147,2023-02-02,2023-02-05,"first class",DW-13585,corporate,43229,OFF-FA-10002780,21.46,9,0.2,6.97
134,CA-2022-145583,2022-10-13,2022-10-19,"standard class",LC-16885,consumer,95661,OFF-PA-10001804,20.04,3,0,9.62
135,CA-2022-145583,2022-10-13,2022-10-19,"standard class",LC-16885,consumer,95661,OFF-PA-10001736,35.44,1,0,16.66
136,CA-2022-145583,2022-10-13,2022-10-19,"standard class",LC-16885,consumer,95661,OFF-AR-10001149,11.52,4,0,3.46
137,CA-2022-145583,2022-10-13,2022-10-19,"standard class",LC-16885,consumer,95661,OFF-FA-10002988,4.02,2,0,1.97
138,CA-2022-145583,2022-10-13,2022-10-19,"standard class",LC-16885,consumer,95661,OFF-BI-10004781,76.18,3,0.2,26.66
139,CA-2022-145583,2022-10-13,2022-10-19,"standard class",LC-16885,consumer,95661,OFF-SU-10001218,65.88,6,0,18.45
140,CA-2022-145583,2022-10-13,2022-10-19,"standard class",LC-16885,consumer,95661,FUR-FU-10001706,43.12,14,0,20.7
141,CA-2022-110366,2022-09-05,2022-09-07,"second class",JD-15895,corporate,19140,FUR-FU-10004848,82.8,2,0.2,10.35
142,CA-2023-106180,2023-09-18,2023-09-23,"standard class",SH-19975,corporate,94122,OFF-AR-10000940,8.82,3,0,2.38
143,CA-2023-106180,2023-09-18,2023-09-23,"standard class",SH-19975,corporate,94122,OFF-EN-10004030,10.86,3,0,5.1
144,CA-2023-106180,2023-09-18,2023-09-23,"standard class",SH-19975,corporate,94122,OFF-PA-10004327,143.7,3,0,68.98
145,CA-2023-155376,2023-12-22,2023-12-27,"standard class",SG-20080,consumer,64055,OFF-AP-10001058,839.43,3,0,218.25
146,CA-2021-110744,2021-09-07,2021-09-12,"standard class",HA-14920,consumer,91104,OFF-ST-10003656,671.93,7,0,20.16
147,CA-2020-110072,2020-10-22,2020-10-28,"standard class",MG-17680,"home office",43055,FUR-FU-10000521,93.89,4,0.2,12.91
148,CA-2022-114489,2022-12-05,2022-12-09,"standard class",JE-16165,corporate,53132,TEC-PH-10000215,384.45,11,0,103.8
149,CA-2022-114489,2022-12-05,2022-12-09,"standard class",JE-16165,corporate,53132,TEC-PH-10001448,149.97,3,0,6
150,CA-2022-114489,2022-12-05,2022-12-09,"standard class",JE-16165,corporate,53132,FUR-CH-10000454,1951.84,8,0,585.55
151,CA-2022-114489,2022-12-05,2022-12-09,"standard class",JE-16165,corporate,53132,OFF-BI-10002735,171.55,5,0,80.63
152,CA-2022-158834,2022-03-13,2022-03-16,"first class",TW-21025,"home office",85254,OFF-AP-10000326,157.92,5,0.2,17.77
153,CA-2022-158834,2022-03-13,2022-03-16,"first class",TW-21025,"home office",85254,TEC-PH-10001254,203.18,2,0.2,15.24
154,CA-2021-124919,2021-05-31,2021-06-02,"first class",SP-20650,corporate,95123,OFF-PA-10001950,58.38,7,0,26.27
155,CA-2021-124919,2021-05-31,2021-06-02,"first class",SP-20650,corporate,95123,OFF-PA-10002254,105.52,4,0,48.54
156,CA-2021-124919,2021-05-31,2021-06-02,"first class",SP-20650,corporate,95123,OFF-ST-10001590,80.88,6,0,21.03
157,CA-2021-118948,2021-05-28,2021-06-03,"standard class",NK-18490,"home office",98105,OFF-AR-10001547,6.63,3,0,1.79
158,CA-2020-104269,2020-03-01,2020-03-06,"second class",DB-13060,consumer,98115,FUR-CH-10004063,457.57,2,0.2,51.48
159,CA-2022-114104,2022-11-20,2022-11-24,"standard class",NP-18670,consumer,73034,OFF-LA-10002475,14.62,2,0,6.87
160,CA-2022-114104,2022-11-20,2022-11-24,"standard class",NP-18670,consumer,73034,TEC-PH-10004536,944.93,7,0,236.23
161,CA-2022-162733,2022-05-11,2022-05-12,"first class",TT-21070,consumer,90045,OFF-PA-10002751,5.98,1,0,2.69
162,CA-2021-119697,2021-12-28,2021-12-31,"second class",EM-13960,consumer,19134,TEC-AC-10003657,54.38,2,0.2,1.36
163,CA-2022-154508,2022-11-16,2022-11-20,"standard class",RD-19900,consumer,88220,OFF-EN-10001990,28.4,5,0,13.35
164,CA-2022-113817,2022-11-07,2022-11-11,"standard class",MJ-17740,consumer,98115,OFF-BI-10004002,27.68,2,0.2,9.69
165,CA-2020-139892,2020-09-08,2020-09-12,"standard class",BM-11140,consumer,78207,OFF-AR-10004441,9.94,3,0.2,2.73
166,CA-2020-139892,2020-09-08,2020-09-12,"standard class",BM-11140,consumer,78207,TEC-MA-10000822,8159.95,8,0.4,-1359.99
167,CA-2020-139892,2020-09-08,2020-09-12,"standard class",BM-11140,consumer,78207,OFF-ST-10000991,275.93,3,0.2,-58.63
168,CA-2020-139892,2020-09-08,2020-09-12,"standard class",BM-11140,consumer,78207,FUR-CH-10004287,1740.06,9,0.3,-24.86
169,CA-2020-139892,2020-09-08,2020-09-12,"standard class",BM-11140,consumer,78207,OFF-AR-10002656,32.06,6,0.2,6.81
170,CA-2020-139892,2020-09-08,2020-09-12,"standard class",BM-11140,consumer,78207,OFF-AP-10002518,177.98,5,0.8,-453.85
171,CA-2020-139892,2020-09-08,2020-09-12,"standard class",BM-11140,consumer,78207,TEC-PH-10003931,143.98,3,0.2,9
172,CA-2020-118962,2020-08-05,2020-08-09,"standard class",CS-12130,consumer,90004,OFF-PA-10000659,20.94,3,0,9.84
173,CA-2020-118962,2020-08-05,2020-08-09,"standard class",CS-12130,consumer,90004,OFF-PA-10001144,110.96,2,0,53.26
174,CA-2020-118962,2020-08-05,2020-08-09,"standard class",CS-12130,consumer,90004,FUR-CH-10003817,340.14,7,0.2,21.26
175,US-2020-100853,2020-09-14,2020-09-19,"standard class",JB-15400,corporate,60623,OFF-AP-10000891,52.45,2,0.8,-131.12
176,US-2020-100853,2020-09-14,2020-09-19,"standard class",JB-15400,corporate,60623,OFF-LA-10003148,20.16,4,0.2,6.55
177,US-2023-152366,2023-04-21,2023-04-25,"second class",SJ-20500,consumer,77036,OFF-AP-10002684,97.26,4,0.8,-243.16
178,US-2021-101511,2021-11-21,2021-11-23,"second class",JE-15745,consumer,43055,FUR-CH-10004698,396.8,7,0.3,-11.34
179,US-2021-101511,2021-11-21,2021-11-23,"second class",JE-15745,consumer,43055,OFF-SU-10002189,15.88,5,0.2,-3.77
180,CA-2021-137225,2021-12-15,2021-12-19,"standard class",JK-15640,"home office",10009,OFF-AR-10001940,3.28,1,0,1.41
181,CA-2020-166191,2020-12-05,2020-12-09,"second class",DK-13150,corporate,62521,OFF-ST-10003455,24.82,2,0.2,1.86
182,CA-2020-166191,2020-12-05,2020-12-09,"second class",DK-13150,corporate,62521,TEC-AC-10004659,408.74,7,0.2,76.64
183,CA-2020-158274,2020-11-19,2020-11-24,"second class",RM-19675,"home office",71203,TEC-PH-10003273,503.96,4,0,131.03
184,CA-2020-158274,2020-11-19,2020-11-24,"second class",RM-19675,"home office",71203,TEC-PH-10004896,149.95,5,0,41.99
185,CA-2020-158274,2020-11-19,2020-11-24,"second class",RM-19675,"home office",71203,TEC-AC-10002345,29,2,0,7.25
186,CA-2022-105018,2022-11-28,2022-12-02,"standard class",SK-19990,consumer,6824,OFF-BI-10001890,7.16,2,0,3.44
187,CA-2020-123260,2020-08-26,2020-08-30,"standard class",FM-14290,"home office",90032,TEC-AC-10002323,176.8,8,0,22.98
188,CA-2022-157000,2022-07-16,2022-07-22,"standard class",AM-10360,corporate,75051,OFF-ST-10001328,37.22,3,0.2,3.72
189,CA-2022-157000,2022-07-16,2022-07-22,"standard class",AM-10360,corporate,75051,OFF-PA-10001950,20.02,3,0.2,6.26
190,CA-2021-102281,2021-10-12,2021-10-14,"first class",MP-17470,"home office",10035,FUR-BO-10002613,899.14,4,0.2,112.39
191,CA-2021-102281,2021-10-12,2021-10-14,"first class",MP-17470,"home office",10035,TEC-PH-10001552,71.76,6,0,20.09
192,CA-2021-102281,2021-10-12,2021-10-14,"first class",MP-17470,"home office",10035,OFF-PA-10000061,51.84,8,0,24.88
193,CA-2021-102281,2021-10-12,2021-10-14,"first class",MP-17470,"home office",10035,FUR-BO-10002545,626.35,3,0.2,46.98
194,CA-2021-102281,2021-10-12,2021-10-14,"first class",MP-17470,"home office",10035,OFF-AR-10003514,19.9,5,0,6.57
195,CA-2021-131457,2021-10-31,2021-11-06,"standard class",MZ-17515,corporate,92374,OFF-EN-10001509,14.28,7,0,6.71
196,CA-2020-140004,2020-03-21,2020-03-25,"standard class",CB-12025,consumer,45011,OFF-AR-10004685,7.41,2,0.2,1.2
197,CA-2020-140004,2020-03-21,2020-03-25,"standard class",CB-12025,consumer,45011,OFF-AR-10004027,6.05,3,0.2,1.59
198,CA-2023-107720,2023-11-06,2023-11-13,"standard class",VM-21685,"home office",7090,OFF-ST-10001414,46.26,3,0,12.03
199,US-2023-124303,2023-07-06,2023-07-13,"standard class",FH-14365,corporate,19120,OFF-BI-10000343,2.95,2,0.7,-2.26
200,US-2023-124303,2023-07-06,2023-07-13,"standard class",FH-14365,corporate,19120,OFF-PA-10002749,16.06,3,0.2,5.82
201,CA-2023-105074,2023-06-24,2023-06-29,"standard class",MB-17305,consumer,44312,OFF-PA-10002666,21.74,3,0.2,6.8
202,CA-2020-133690,2020-08-03,2020-08-05,"first class",BS-11755,consumer,80219,FUR-TA-10004289,218.75,2,0.5,-161.88
203,CA-2020-133690,2020-08-03,2020-08-05,"first class",BS-11755,consumer,80219,OFF-AP-10003622,2.6,1,0.2,0.29
204,US-2023-116701,2023-12-17,2023-12-21,"second class",LC-17140,consumer,75220,OFF-AP-10003217,66.28,2,0.8,-178.97
205,CA-2023-126382,2023-06-03,2023-06-07,"standard class",HK-14890,corporate,37064,FUR-FU-10002960,35.17,7,0.2,9.67
206,CA-2023-108329,2023-12-09,2023-12-14,"standard class",LE-16810,consumer,90604,TEC-PH-10001918,444.77,4,0.2,44.48
207,CA-2023-135860,2023-12-01,2023-12-07,"standard class",JH-15985,consumer,48601,OFF-ST-10000642,83.92,4,0,5.87
208,CA-2023-135860,2023-12-01,2023-12-07,"standard class",JH-15985,consumer,48601,TEC-PH-10001700,131.98,2,0,35.63
